bug_id,feature,severity,status,date_reported,date_resolved,platform,region,assigned_team,bug_type,milestone,priority_level,days_to_resolve
3945,Graphics,Low,Resolved,2024-05-31,2024-06-13,Xbox,Oceania,Audio,Gameplay,M2,Medium,13.0
3946,Skills,Low,In Progress,2024-07-11,,Pc,Africa,Expansion Pack,Audio,M2,High,
3947,Pets,Low,Resolved,2025-02-08,2025-03-05,Playstation,South America,LiveOps,Audio,M6,High,25.0
3948,Aging System,Low,Investigating,2025-01-06,,Pc,Europe,Platform,UI,M2,Medium,
3949,Graphics,Medium,Resolved,2024-10-11,2024-10-17,Pc,Oceania,Build Mode,Performance,M4,Medium,6.0
3950,Social Interactions,Low,Resolved,2024-10-10,2024-10-18,Xbox,Oceania,Platform,Mods & Custom Content,M3,Medium,8.0
3951,Seasons,High,Resolved,2024-07-04,2024-08-03,Playstation,South America,Graphics,Mods & Custom Content,M7,Low,30.0
3952,Tutorial,Medium,Resolved,2024-06-16,2024-07-05,Pc,Europe,Platform,Mods & Custom Content,M3,Medium,19.0
3953,Aspirations,Medium,Resolved,2025-02-17,2025-03-17,Playstation,Oceania,LiveOps,Network,M2,Medium,28.0
3954,Graphics,High,Resolved,2024-04-26,2024-05-11,Pc,Europe,UI/UX,Expansion Pack,M1,High,15.0
3955,Pets,Medium,Resolved,2024-05-03,2024-05-10,Pc,Asia,Build Mode,Audio,M1,High,7.0
3956,Graphics,Low,Resolved,2024-11-13,2024-12-01,Playstation,Oceania,UI/UX,Graphics,M1,Medium,18.0
3957,UI,Medium,Resolved,2024-06-15,2024-07-12,Pc,North America,Build Mode,Network,M2,Low,27.0
3958,UI,Medium,Resolved,2024-12-04,2024-12-29,Pc,Asia,Graphics,UI,M3,High,25.0
3959,Live Mode,Low,Investigating,2024-05-02,,Xbox,South America,LiveOps,Expansion Pack,M7,Low,
3960,Aspirations,Low,Resolved,2024-11-13,2024-11-25,Mac,South America,Audio,Performance,M3,High,12.0
3961,Mods & Custom Content,Critical,Resolved,2024-05-08,2024-05-29,Playstation,North America,Audio,Expansion Pack,M6,Low,21.0
3962,Social Interactions,Low,Resolved,2024-07-21,2024-07-29,Pc,Africa,CAS,Graphics,M1,Medium,8.0
3963,Pets,Critical,Resolved,2024-06-22,2024-07-12,Pc,South America,Audio,Gameplay,M1,Medium,20.0
3964,Social Interactions,Medium,Resolved,2025-04-03,2025-04-24,Xbox,Asia,LiveOps,UI,M4,Medium,21.0
3965,Multiplayer,Low,Won't Fix,2024-11-23,2024-12-11,Pc,South America,Build Mode,Mods & Custom Content,M2,Low,18.0
3966,Audio,High,Resolved,2024-11-10,2024-11-25,Pc,Europe,LiveOps,Performance,M1,High,15.0
3967,Aspirations,Low,Resolved,2024-04-24,2024-05-20,Pc,South America,LiveOps,Performance,M6,High,26.0
3968,Aging System,Medium,Resolved,2025-01-06,2025-01-23,Mac,North America,Build Mode,Performance,M4,Low,17.0
3969,Mods & Custom Content,Medium,Won't Fix,2024-12-16,2024-12-27,Mac,Europe,Audio,Mods & Custom Content,M6,Medium,11.0
3970,Create-a-Sim,Low,New,2024-07-30,,Mac,Africa,CAS,Mods & Custom Content,M7,High,
3971,Occults,Medium,Resolved,2024-05-19,2024-06-09,Playstation,Asia,CAS,Mods & Custom Content,M5,Low,21.0
3972,Bug Fixes,Low,Resolved,2024-09-29,2024-10-20,Playstation,South America,Build Mode,Expansion Pack,M4,High,21.0
3973,Skills,Low,New,2025-04-16,,Playstation,Oceania,LiveOps,Audio,M7,High,
3974,Create-a-Sim,Low,Resolved,2025-03-01,2025-03-19,Xbox,Oceania,Graphics,Graphics,M5,Medium,18.0
3975,Mods & Custom Content,Low,Resolved,2024-06-19,2024-06-23,Pc,Europe,Expansion Pack,Graphics,M3,Low,4.0
3976,Social Interactions,Medium,Resolved,2025-02-15,2025-03-13,Playstation,North America,UI/UX,Graphics,M1,Medium,26.0
3977,Graphics,Critical,Resolved,2024-11-23,2024-12-22,Mac,Asia,Audio,Graphics,M7,High,29.0
3978,Aspirations,Low,Resolved,2025-02-02,2025-02-08,Mac,North America,Platform,Audio,M2,Medium,6.0
3979,Expansion Pack,Low,Resolved,2025-02-12,2025-03-14,Playstation,North America,Audio,UI,M1,Low,30.0
3980,Tutorial,High,Resolved,2024-06-23,2024-07-16,Playstation,Asia,Graphics,Audio,M1,Medium,23.0
3981,Skills,Low,Resolved,2024-12-15,2025-01-06,Pc,Africa,LiveOps,Graphics,M7,High,22.0
3982,Aging System,High,Investigating,2024-07-23,,Mac,Oceania,Expansion Pack,Performance,M7,Medium,
3983,Pets,High,Resolved,2025-01-08,2025-01-28,Mac,Asia,Audio,Audio,M1,Low,20.0
3984,Multiplayer,High,New,2024-08-21,,Xbox,South America,UI/UX,Graphics,M4,Medium,
3985,Bug Fixes,Low,Resolved,2024-09-30,2024-10-01,Mac,Asia,Graphics,Mods & Custom Content,M4,Low,1.0
3986,Pets,Low,Resolved,2024-11-20,2024-12-09,Playstation,Europe,Audio,Performance,M6,Medium,19.0
3987,Pets,Medium,Resolved,2024-07-11,2024-08-10,Playstation,Europe,Platform,Gameplay,M3,Medium,30.0
3988,Seasons,Medium,Investigating,2024-09-06,,Pc,South America,Build Mode,Gameplay,M4,High,
3989,Audio,Low,Resolved,2024-05-27,2024-05-31,Playstation,North America,Audio,Audio,M6,High,4.0
3990,Social Interactions,Medium,Resolved,2024-07-01,2024-07-13,Pc,Oceania,Build Mode,Mods & Custom Content,M1,High,12.0
3991,Audio,Low,Resolved,2025-02-26,2025-03-25,Pc,Oceania,Platform,Expansion Pack,M5,Medium,27.0
3992,Create-a-Sim,Medium,New,2024-10-19,,Xbox,Oceania,LiveOps,UI,M3,Low,
3993,Pets,Medium,Resolved,2024-09-18,2024-10-14,Pc,South America,LiveOps,Expansion Pack,M1,Low,26.0
3994,Mods & Custom Content,Medium,New,2024-06-11,,Mac,North America,UI/UX,Mods & Custom Content,M2,Low,
3995,Aspirations,Low,Resolved,2024-05-23,2024-06-03,Xbox,Asia,LiveOps,Graphics,M1,Medium,11.0
3996,Careers,Low,Resolved,2024-10-09,2024-11-06,Mac,South America,LiveOps,Mods & Custom Content,M5,High,28.0
3997,Social Interactions,High,Resolved,2024-11-28,2024-12-08,Mac,Asia,Audio,Audio,M6,Medium,10.0
3998,Audio,High,In Progress,2024-05-02,,Xbox,Asia,CAS,Expansion Pack,M4,Low,
3999,Mods & Custom Content,Low,Investigating,2025-01-29,,Pc,Oceania,Platform,Audio,M2,Medium,
4000,Audio,Medium,Won't Fix,2024-10-19,2024-11-02,Mac,Africa,Expansion Pack,Gameplay,M6,Medium,14.0
4001,Social Interactions,Low,Resolved,2024-05-31,2024-06-08,Mac,North America,Graphics,Audio,M4,Low,8.0
4002,Social Interactions,High,Resolved,2024-10-11,2024-11-10,Playstation,Africa,Expansion Pack,Graphics,M4,Low,30.0
4003,Expansion Pack,Medium,Resolved,2024-06-04,2024-07-01,Mac,South America,UI/UX,UI,M6,Medium,27.0
4004,UI,Medium,Resolved,2024-11-24,2024-12-18,Pc,South America,LiveOps,Mods & Custom Content,M5,Medium,24.0
4005,Aging System,High,In Progress,2025-02-14,,Pc,North America,Build Mode,Graphics,M3,Low,
4006,Audio,Medium,Resolved,2025-03-12,2025-04-02,Xbox,Asia,Graphics,UI,M2,Low,21.0
4007,Tutorial,Medium,Resolved,2025-01-26,2025-02-16,Xbox,Africa,Graphics,Graphics,M1,Medium,21.0
4008,Skills,High,Resolved,2024-12-11,2024-12-23,Pc,Oceania,Graphics,Network,M1,Low,12.0
4009,Build Mode,Low,Resolved,2024-10-26,2024-11-14,Pc,Africa,Expansion Pack,Expansion Pack,M5,Medium,19.0
4010,Tutorial,Low,Resolved,2024-08-31,2024-09-21,Pc,Asia,Expansion Pack,Graphics,M5,Medium,21.0
4011,Live Mode,Medium,New,2024-05-03,,Xbox,Oceania,Audio,Expansion Pack,M4,Medium,
4012,Tutorial,Medium,Resolved,2024-10-28,2024-11-04,Mac,Asia,UI/UX,Expansion Pack,M6,Low,7.0
4013,Aspirations,Low,Resolved,2024-07-10,2024-08-07,Xbox,Africa,LiveOps,Graphics,M4,Medium,28.0
4014,Expansion Pack,Medium,Resolved,2025-02-05,2025-03-02,Playstation,Africa,Audio,Performance,M7,High,25.0
4015,Multiplayer,Low,Won't Fix,2025-01-31,2025-02-08,Xbox,South America,Audio,Network,M1,High,8.0
4016,Skills,Critical,Resolved,2024-09-04,2024-09-11,Xbox,North America,Platform,Performance,M6,Medium,7.0
4017,Audio,High,Resolved,2024-11-19,2024-11-28,Xbox,Oceania,Graphics,UI,M2,Low,9.0
4018,Audio,Low,Resolved,2025-01-14,2025-01-22,Pc,Oceania,CAS,Performance,M1,Medium,8.0
4019,Pets,Low,Resolved,2025-01-21,2025-02-05,Playstation,Oceania,Graphics,Gameplay,M5,Medium,15.0
4020,Careers,Critical,Resolved,2024-12-28,2025-01-08,Mac,Oceania,Expansion Pack,UI,M7,High,11.0
4021,Bug Fixes,Low,New,2024-05-23,,Xbox,South America,Build Mode,Expansion Pack,M3,Medium,
4022,Skills,Medium,Resolved,2024-06-06,2024-06-13,Mac,Africa,UI/UX,Expansion Pack,M6,Medium,7.0
4023,UI,Low,Resolved,2024-10-09,2024-10-28,Pc,Oceania,UI/UX,UI,M6,Low,19.0
4024,Skills,Critical,Resolved,2024-07-12,2024-07-28,Pc,Europe,CAS,Expansion Pack,M5,Low,16.0
4025,Expansion Pack,Low,Resolved,2025-02-26,2025-03-23,Mac,Oceania,Audio,Performance,M2,High,25.0
4026,UI,Medium,Investigating,2024-07-30,,Playstation,Oceania,Graphics,Graphics,M7,Medium,
4027,Expansion Pack,Low,Resolved,2025-03-04,2025-03-14,Pc,Africa,Expansion Pack,Mods & Custom Content,M5,Low,10.0
4028,Expansion Pack,Medium,Resolved,2024-09-14,2024-09-18,Mac,Europe,Platform,Graphics,M5,Low,4.0
4029,Aging System,Low,Investigating,2024-06-26,,Pc,Africa,Build Mode,Gameplay,M4,High,
4030,Occults,High,Resolved,2025-01-02,2025-01-25,Mac,Africa,LiveOps,UI,M4,Medium,23.0
4031,UI,Medium,Investigating,2025-01-31,,Pc,Europe,Build Mode,Mods & Custom Content,M1,Medium,
4032,Skills,Low,Resolved,2024-11-15,2024-11-28,Pc,South America,Graphics,Graphics,M1,Medium,13.0
4033,Seasons,Medium,Resolved,2024-05-31,2024-06-12,Mac,Asia,UI/UX,Gameplay,M7,Medium,12.0
4034,UI,Medium,Resolved,2024-04-20,2024-05-16,Playstation,North America,Audio,Audio,M4,Medium,26.0
4035,Careers,Medium,In Progress,2024-12-13,,Playstation,Europe,Graphics,Gameplay,M3,Medium,
4036,UI,Low,Resolved,2024-12-25,2025-01-05,Pc,South America,LiveOps,Expansion Pack,M4,Medium,11.0
4037,Aspirations,Low,New,2024-08-11,,Mac,North America,UI/UX,Gameplay,M6,Medium,
4038,Bug Fixes,Low,Won't Fix,2024-08-28,2024-09-01,Mac,North America,Build Mode,Mods & Custom Content,M2,Medium,4.0
4039,Create-a-Sim,Low,New,2024-06-13,,Xbox,Africa,UI/UX,Mods & Custom Content,M1,Medium,
4040,Graphics,Low,Resolved,2024-12-12,2024-12-31,Pc,Africa,Audio,Graphics,M1,Low,19.0
4041,Create-a-Sim,Medium,Investigating,2024-07-19,,Pc,South America,Audio,Audio,M4,High,
4042,Audio,Critical,Resolved,2025-02-24,2025-03-06,Mac,Europe,Expansion Pack,Network,M1,Medium,10.0
4043,Bug Fixes,Medium,In Progress,2024-09-20,,Pc,Asia,Build Mode,Expansion Pack,M7,High,
4044,Build Mode,High,Resolved,2024-08-29,2024-09-19,Mac,Oceania,LiveOps,Network,M4,Medium,21.0
4045,UI,Low,Resolved,2024-07-27,2024-08-16,Playstation,North America,UI/UX,Expansion Pack,M5,High,20.0
4046,Audio,Low,In Progress,2024-12-23,,Playstation,Oceania,Graphics,Gameplay,M7,Medium,
4047,Careers,Low,Resolved,2025-01-19,2025-01-25,Playstation,North America,Expansion Pack,Network,M4,Medium,6.0
4048,Multiplayer,Low,New,2024-09-16,,Xbox,Oceania,Graphics,Network,M5,Medium,
4049,Build Mode,Low,Won't Fix,2025-01-29,2025-01-31,Playstation,Oceania,UI/UX,Audio,M7,Low,2.0
4050,Pets,Low,Resolved,2024-10-11,2024-10-29,Pc,Asia,CAS,Expansion Pack,M3,Medium,18.0
4051,World Map,Low,Resolved,2024-08-31,2024-09-02,Playstation,Oceania,Platform,Audio,M7,Medium,2.0
4052,Graphics,Low,Resolved,2024-11-07,2024-11-20,Xbox,Asia,Audio,Network,M4,Low,13.0
4053,Tutorial,Low,Investigating,2024-07-19,,Playstation,South America,Platform,Performance,M3,Medium,
4054,Pets,Medium,Resolved,2024-08-08,2024-08-15,Pc,North America,UI/UX,Performance,M6,High,7.0
4055,Skills,Low,Resolved,2024-08-22,2024-09-04,Pc,Asia,Expansion Pack,Graphics,M3,Low,13.0
4056,Live Mode,High,Resolved,2025-01-01,2025-01-02,Playstation,North America,Platform,Audio,M4,High,1.0
4057,Aspirations,High,Won't Fix,2025-01-12,2025-02-06,Pc,Oceania,LiveOps,UI,M7,High,25.0
4058,Aspirations,Medium,Resolved,2025-02-24,2025-02-28,Mac,Asia,CAS,Expansion Pack,M1,Medium,4.0
4059,Bug Fixes,Medium,Resolved,2024-12-15,2024-12-25,Playstation,Oceania,Audio,Audio,M6,Medium,10.0
4060,Multiplayer,Medium,Investigating,2025-01-16,,Pc,North America,Build Mode,Mods & Custom Content,M6,Low,
4061,Audio,High,Investigating,2024-09-28,,Mac,Africa,Graphics,Network,M5,Low,
4062,World Map,Critical,In Progress,2024-12-29,,Playstation,North America,LiveOps,Audio,M4,Medium,
4063,Aspirations,Low,Resolved,2024-06-16,2024-07-04,Mac,Oceania,CAS,Mods & Custom Content,M5,Low,18.0
4064,Pets,Low,In Progress,2024-07-05,,Xbox,South America,CAS,Mods & Custom Content,M2,Medium,
4065,Mods & Custom Content,Low,Resolved,2024-09-11,2024-09-19,Pc,Africa,Graphics,Gameplay,M4,Low,8.0
4066,Social Interactions,High,Resolved,2024-08-19,2024-09-03,Xbox,South America,Platform,Graphics,M6,Medium,15.0
4067,Skills,Low,Resolved,2024-11-05,2024-11-25,Playstation,Europe,Expansion Pack,UI,M1,Medium,20.0
4068,Build Mode,Medium,Investigating,2024-12-29,,Playstation,South America,Graphics,Network,M5,Low,
4069,Graphics,High,Resolved,2025-01-01,2025-01-29,Xbox,South America,LiveOps,Audio,M7,Low,28.0
4070,Expansion Pack,Low,Won't Fix,2024-06-15,2024-07-01,Playstation,South America,Graphics,Graphics,M2,High,16.0
4071,Live Mode,Low,In Progress,2025-04-06,,Playstation,Asia,CAS,Graphics,M6,High,
4072,Careers,Medium,Resolved,2024-04-19,2024-05-09,Playstation,Europe,Expansion Pack,Expansion Pack,M6,Low,20.0
4073,Occults,Low,Resolved,2024-05-21,2024-06-20,Playstation,Oceania,Expansion Pack,Mods & Custom Content,M4,High,30.0
4074,Graphics,Low,Investigating,2024-06-10,,Playstation,Oceania,CAS,Performance,M1,Medium,
4075,Bug Fixes,High,New,2025-03-22,,Mac,North America,Graphics,Performance,M4,High,
4076,Mods & Custom Content,Medium,Resolved,2024-09-24,2024-10-11,Playstation,Oceania,Graphics,Graphics,M6,Medium,17.0
4077,Multiplayer,High,In Progress,2024-05-11,,Xbox,South America,LiveOps,UI,M4,High,
4078,Multiplayer,High,Investigating,2024-07-08,,Xbox,Oceania,CAS,Audio,M5,Low,
4079,World Map,Low,Investigating,2024-05-17,,Playstation,North America,LiveOps,Mods & Custom Content,M5,High,
4080,UI,Medium,Investigating,2024-05-01,,Xbox,Oceania,CAS,Performance,M3,Medium,
4081,Live Mode,Medium,Resolved,2024-09-05,2024-09-15,Xbox,Europe,Platform,Network,M1,High,10.0
4082,Tutorial,Low,Resolved,2025-04-13,2025-05-09,Pc,North America,Platform,Gameplay,M3,Medium,26.0
4083,Seasons,Low,Resolved,2024-11-28,2024-11-30,Pc,South America,LiveOps,Graphics,M5,Low,2.0
4084,Bug Fixes,Low,Resolved,2024-10-25,2024-11-22,Mac,South America,CAS,UI,M2,High,28.0
4085,Audio,Medium,Resolved,2025-01-03,2025-01-31,Pc,Africa,LiveOps,Gameplay,M6,Medium,28.0
4086,Tutorial,Low,Won't Fix,2024-11-22,2024-12-04,Mac,Africa,CAS,Expansion Pack,M3,Low,12.0
4087,Occults,Medium,Resolved,2025-03-30,2025-04-03,Pc,Asia,Platform,Network,M5,Medium,4.0
4088,Build Mode,High,Investigating,2025-02-12,,Mac,Africa,LiveOps,Network,M5,High,
4089,Bug Fixes,Low,Investigating,2024-12-08,,Mac,Africa,CAS,UI,M5,Medium,
4090,World Map,High,Resolved,2024-09-25,2024-10-07,Playstation,South America,Build Mode,Mods & Custom Content,M6,Medium,12.0
4091,Careers,Low,Resolved,2024-06-30,2024-07-18,Mac,North America,Audio,Mods & Custom Content,M4,Medium,18.0
4092,Bug Fixes,Low,Won't Fix,2024-12-14,2024-12-17,Pc,South America,Audio,Network,M1,High,3.0
4093,Aging System,Medium,Resolved,2025-02-06,2025-02-13,Mac,Asia,CAS,UI,M6,Medium,7.0
4094,Pets,Medium,Resolved,2024-07-31,2024-08-18,Mac,Oceania,CAS,Gameplay,M7,Low,18.0
4095,Seasons,Medium,Resolved,2024-04-30,2024-05-14,Playstation,South America,Platform,Gameplay,M1,Low,14.0
4096,Multiplayer,Medium,Resolved,2024-11-23,2024-12-16,Xbox,Asia,Audio,Audio,M1,Medium,23.0
4097,Create-a-Sim,Low,Resolved,2024-10-23,2024-10-26,Playstation,North America,CAS,Gameplay,M6,High,3.0
4098,Mods & Custom Content,Medium,Resolved,2024-07-11,2024-07-15,Playstation,Europe,Build Mode,Mods & Custom Content,M1,High,4.0
4099,Expansion Pack,Low,Resolved,2024-06-19,2024-07-01,Xbox,Europe,Expansion Pack,Network,M1,Low,12.0
4100,Live Mode,Low,Won't Fix,2024-05-01,2024-05-08,Pc,Oceania,Expansion Pack,Audio,M3,Medium,7.0
4101,Live Mode,High,In Progress,2024-07-14,,Xbox,North America,LiveOps,Gameplay,M6,Medium,
4102,Aging System,Low,Resolved,2024-04-18,2024-04-25,Pc,South America,Build Mode,Graphics,M2,High,7.0
4103,Aging System,Low,Won't Fix,2024-06-14,2024-07-07,Mac,Europe,Graphics,Graphics,M1,High,23.0
4104,World Map,Medium,New,2025-04-17,,Xbox,Europe,UI/UX,Performance,M7,Low,
4105,Build Mode,Medium,Resolved,2025-01-28,2025-02-26,Mac,Africa,Platform,Network,M3,High,29.0
4106,Multiplayer,Critical,Resolved,2024-08-25,2024-09-24,Playstation,North America,CAS,UI,M3,Medium,30.0
4107,Live Mode,Low,Resolved,2024-09-09,2024-09-18,Pc,North America,CAS,Network,M1,Low,9.0
4108,Expansion Pack,Medium,Won't Fix,2024-11-18,2024-11-26,Playstation,Africa,Platform,Graphics,M7,High,8.0
4109,Audio,High,Resolved,2024-10-24,2024-11-13,Xbox,South America,Platform,Expansion Pack,M1,High,20.0
4110,Careers,Low,Resolved,2025-01-12,2025-01-29,Playstation,South America,Expansion Pack,Graphics,M7,Low,17.0
4111,Create-a-Sim,Low,Resolved,2024-05-13,2024-05-26,Playstation,Oceania,Platform,Gameplay,M7,Medium,13.0
4112,Expansion Pack,High,Resolved,2024-05-21,2024-06-18,Mac,South America,Graphics,Gameplay,M7,Low,28.0
4113,Aspirations,Low,Resolved,2024-07-31,2024-08-27,Pc,North America,Graphics,Network,M3,High,27.0
4114,Occults,Low,Resolved,2025-02-15,2025-02-21,Playstation,North America,CAS,Audio,M6,Low,6.0
4115,Audio,High,In Progress,2025-03-18,,Playstation,Europe,Platform,Mods & Custom Content,M7,Medium,
4116,Create-a-Sim,Low,Resolved,2024-08-23,2024-08-25,Pc,Europe,Graphics,Expansion Pack,M7,High,2.0
4117,Aging System,Low,Resolved,2025-04-05,2025-04-14,Mac,Asia,UI/UX,Expansion Pack,M6,Medium,9.0
4118,Build Mode,Medium,Resolved,2024-07-28,2024-08-07,Xbox,Oceania,UI/UX,Mods & Custom Content,M6,Low,10.0
4119,UI,Medium,Won't Fix,2024-11-25,2024-11-28,Xbox,Europe,Build Mode,Mods & Custom Content,M4,Medium,3.0
4120,Expansion Pack,High,Resolved,2024-06-28,2024-06-30,Pc,Asia,LiveOps,Graphics,M7,Medium,2.0
4121,Aging System,Low,Resolved,2025-03-24,2025-04-16,Pc,Oceania,LiveOps,Graphics,M4,High,23.0
4122,Skills,Low,Resolved,2024-11-14,2024-11-20,Xbox,North America,Platform,Mods & Custom Content,M4,Medium,6.0
4123,Live Mode,Medium,Resolved,2024-07-22,2024-08-07,Mac,Europe,Build Mode,Audio,M5,High,16.0
4124,Bug Fixes,High,Won't Fix,2024-09-14,2024-09-15,Pc,Asia,Audio,Mods & Custom Content,M2,Medium,1.0
4125,Social Interactions,Critical,Resolved,2024-05-26,2024-06-13,Xbox,Asia,LiveOps,Gameplay,M2,Medium,18.0
4126,Audio,High,Resolved,2024-05-14,2024-06-02,Xbox,Oceania,Platform,Graphics,M1,Low,19.0
4127,Mods & Custom Content,Low,Resolved,2024-08-03,2024-08-14,Mac,South America,UI/UX,Graphics,M7,Medium,11.0
4128,Create-a-Sim,High,Resolved,2025-03-30,2025-04-11,Xbox,Oceania,Audio,Graphics,M6,Medium,12.0
4129,Skills,Critical,Resolved,2025-02-05,2025-02-20,Playstation,Africa,UI/UX,Network,M1,Medium,15.0
4130,Social Interactions,High,In Progress,2025-04-03,,Mac,Africa,Platform,Network,M5,High,
4131,Aspirations,High,In Progress,2025-03-04,,Pc,Europe,Expansion Pack,UI,M7,Medium,
4132,Create-a-Sim,Medium,Resolved,2025-02-09,2025-03-11,Mac,Asia,CAS,Network,M1,High,30.0
4133,Aspirations,Medium,In Progress,2024-11-14,,Pc,Africa,Graphics,Mods & Custom Content,M7,Low,
4134,Occults,Medium,Investigating,2024-12-28,,Pc,Africa,Build Mode,Audio,M1,Medium,
4135,Social Interactions,Low,Investigating,2025-04-06,,Playstation,Africa,CAS,UI,M7,Medium,
4136,Build Mode,High,Investigating,2024-11-10,,Playstation,South America,LiveOps,UI,M6,High,
4137,Build Mode,High,In Progress,2025-01-24,,Xbox,North America,Platform,Audio,M5,High,
4138,Build Mode,Low,Resolved,2025-01-20,2025-02-05,Xbox,Africa,LiveOps,Network,M6,Medium,16.0
4139,Mods & Custom Content,Medium,Resolved,2025-04-04,2025-04-13,Pc,Europe,Graphics,Expansion Pack,M3,Medium,9.0
4140,Create-a-Sim,Low,New,2024-10-02,,Pc,North America,Expansion Pack,Mods & Custom Content,M3,Low,
4141,Build Mode,Medium,Resolved,2024-10-03,2024-10-21,Mac,South America,CAS,Graphics,M4,Low,18.0
4142,Aging System,Low,Resolved,2024-11-18,2024-11-29,Playstation,Europe,Audio,Graphics,M3,Medium,11.0
4143,Careers,High,New,2024-04-28,,Pc,North America,Build Mode,Network,M2,Low,
4144,Seasons,Medium,Resolved,2024-05-30,2024-06-25,Playstation,North America,Expansion Pack,Gameplay,M2,High,26.0
4145,Seasons,Medium,Resolved,2024-05-12,2024-06-04,Pc,Africa,LiveOps,Network,M6,Low,23.0
4146,Build Mode,Medium,Resolved,2024-12-05,2024-12-10,Pc,Asia,Expansion Pack,Gameplay,M3,Medium,5.0
4147,Mods & Custom Content,Medium,Resolved,2025-04-16,2025-05-13,Mac,South America,CAS,Mods & Custom Content,M2,Medium,27.0
4148,Bug Fixes,Critical,New,2024-12-21,,Playstation,Europe,Build Mode,Graphics,M4,High,
4149,Create-a-Sim,Medium,Resolved,2024-07-11,2024-07-18,Mac,Asia,UI/UX,UI,M4,Low,7.0
4150,Mods & Custom Content,Medium,Investigating,2024-08-11,,Pc,Africa,Build Mode,Expansion Pack,M4,Medium,
4151,Graphics,Critical,Investigating,2025-04-02,,Playstation,Oceania,Build Mode,Gameplay,M6,Medium,
4152,Tutorial,Critical,Resolved,2024-10-24,2024-11-04,Playstation,Asia,Platform,Gameplay,M3,Low,11.0
4153,World Map,Low,Won't Fix,2024-04-21,2024-05-02,Mac,Oceania,UI/UX,Mods & Custom Content,M5,Medium,11.0
4154,UI,Critical,Resolved,2025-02-16,2025-03-02,Pc,Europe,Build Mode,Graphics,M3,Low,14.0
4155,UI,Medium,New,2024-07-17,,Mac,North America,Platform,Graphics,M7,Low,
4156,Mods & Custom Content,Medium,Resolved,2024-05-22,2024-06-15,Playstation,North America,LiveOps,Audio,M2,Medium,24.0
4157,Social Interactions,Medium,Won't Fix,2024-12-20,2025-01-03,Xbox,North America,Graphics,Performance,M4,Low,14.0
4158,Seasons,Medium,Resolved,2025-02-12,2025-02-23,Xbox,Europe,Platform,Graphics,M3,Low,11.0
4159,Create-a-Sim,High,New,2024-05-15,,Mac,Europe,Build Mode,Graphics,M5,Medium,
4160,Occults,Low,Won't Fix,2025-03-24,2025-04-19,Xbox,South America,LiveOps,Mods & Custom Content,M3,Low,26.0
4161,Build Mode,Medium,Resolved,2024-10-09,2024-10-22,Xbox,Europe,Platform,Mods & Custom Content,M5,High,13.0
4162,Live Mode,High,Resolved,2024-08-25,2024-09-11,Xbox,North America,LiveOps,Expansion Pack,M7,High,17.0
4163,Seasons,Low,Resolved,2025-03-11,2025-04-06,Mac,South America,LiveOps,Audio,M6,High,26.0
4164,Aspirations,Low,Resolved,2024-07-25,2024-08-12,Pc,South America,UI/UX,Mods & Custom Content,M5,Low,18.0
4165,Tutorial,High,Resolved,2025-03-30,2025-04-03,Xbox,North America,Build Mode,Gameplay,M1,Medium,4.0
4166,Build Mode,Medium,Resolved,2024-12-24,2025-01-02,Playstation,Oceania,CAS,Audio,M5,High,9.0
4167,Audio,High,Won't Fix,2025-03-17,2025-03-19,Mac,Europe,CAS,Expansion Pack,M7,Medium,2.0
4168,Mods & Custom Content,Low,Resolved,2024-10-17,2024-11-09,Mac,North America,Build Mode,Gameplay,M6,High,23.0
4169,Social Interactions,Low,Resolved,2024-06-30,2024-07-14,Playstation,Oceania,Graphics,Audio,M2,Medium,14.0
4170,Graphics,Medium,Resolved,2025-01-12,2025-02-05,Mac,Oceania,Expansion Pack,UI,M4,Low,24.0
4171,Seasons,Medium,Resolved,2025-03-03,2025-04-01,Playstation,North America,Expansion Pack,Network,M4,Medium,29.0
4172,Aging System,Low,Resolved,2024-07-02,2024-07-10,Pc,Asia,Audio,Gameplay,M7,Medium,8.0
4173,Tutorial,Medium,Resolved,2024-07-01,2024-07-06,Playstation,Europe,Build Mode,Gameplay,M4,High,5.0
4174,Create-a-Sim,Low,Resolved,2024-07-18,2024-07-26,Xbox,South America,Platform,Performance,M1,Medium,8.0
4175,Aging System,Medium,In Progress,2024-11-30,,Xbox,Asia,LiveOps,Gameplay,M3,Medium,
4176,Tutorial,Medium,Resolved,2024-06-14,2024-06-27,Xbox,Africa,Expansion Pack,Expansion Pack,M3,Medium,13.0
4177,World Map,Low,Resolved,2024-05-27,2024-06-07,Playstation,Africa,Platform,Expansion Pack,M4,Low,11.0
4178,Aging System,Low,Resolved,2025-03-20,2025-04-09,Xbox,South America,CAS,Graphics,M4,Medium,20.0
4179,UI,Medium,Resolved,2024-12-21,2025-01-15,Xbox,Oceania,Build Mode,Expansion Pack,M6,Medium,25.0
4180,Graphics,High,Resolved,2024-12-16,2024-12-24,Xbox,Europe,Audio,Network,M6,High,8.0
4181,Multiplayer,Medium,Resolved,2024-11-28,2024-12-15,Xbox,North America,LiveOps,UI,M3,Medium,17.0
4182,Occults,Critical,Resolved,2025-01-22,2025-02-12,Mac,South America,UI/UX,Audio,M7,Medium,21.0
4183,Skills,Low,Resolved,2024-11-02,2024-11-07,Xbox,North America,LiveOps,Gameplay,M2,High,5.0
