bug_id,feature,severity,status,date_reported,date_resolved,platform,region,assigned_team,bug_type,milestone,priority_level
3810,Social Interactions,Low,Resolved,2024-09-16,2024-09-29,Xbox,Oceania,Audio,Network,M6,Medium
3811,Bug Fixes,High,Resolved,2024-12-10,2024-12-26,Xbox,Oceania,Expansion Pack,Gameplay,M7,Medium
3812,Careers,Low,Resolved,2024-10-22,2024-11-08,Mac,South America,Build Mode,Audio,M7,High
3813,Build Mode,Medium,New,2024-06-15,,Xbox,South America,Audio,Gameplay,M2,High
3814,Aspirations,Low,Resolved,2024-07-07,2024-07-10,Mac,Oceania,Platform,Network,M2,Low
3815,Audio,Critical,Resolved,2025-02-17,2025-03-17,Xbox,North America,UI/UX,Graphics,M1,Low
3816,Aging System,Low,Resolved,2024-06-28,2024-07-04,PlayStation,North America,CAS,UI,M4,Medium
3817,Expansion Pack,High,Investigating,2024-06-23,,Xbox,Africa,UI/UX,Mods & Custom Content,M7,High
3818,Build Mode,Low,Resolved,2025-02-04,2025-02-28,PC,Asia,LiveOps,Gameplay,M3,Low
3819,Careers,Critical,Resolved,2025-02-23,2025-03-18,PC,Oceania,LiveOps,Network,M4,High
3820,Seasons,High,Won't Fix,2025-02-23,2025-03-06,Xbox,Africa,LiveOps,Performance,M1,Medium
3821,Social Interactions,Medium,New,2025-03-25,,Xbox,North America,Audio,Gameplay,M2,High
3822,Aging System,High,In Progress,2025-04-16,,PlayStation,Europe,UI/UX,Performance,M6,Medium
3823,Graphics,Low,Resolved,2024-10-03,2024-10-22,Mac,North America,Graphics,Audio,M5,Medium
3824,Careers,Medium,Resolved,2024-11-05,2024-12-02,Mac,South America,LiveOps,Performance,M1,Low
3825,Social Interactions,Low,Resolved,2024-08-02,2024-08-29,PlayStation,South America,UI/UX,Expansion Pack,M4,Medium
3826,Expansion Pack,Low,In Progress,2024-05-12,,PlayStation,Africa,Expansion Pack,Graphics,M3,Low
3827,World Map,Medium,Resolved,2024-05-23,2024-06-14,Xbox,Asia,Expansion Pack,Graphics,M5,Medium
3828,Bug Fixes,High,In Progress,2025-01-08,,Mac,Europe,Audio,UI,M1,Medium
3829,Occults,Critical,Resolved,2024-10-13,2024-10-22,Xbox,Asia,UI/UX,Performance,M4,Low
3830,Skills,Medium,Resolved,2024-08-17,2024-09-14,PlayStation,Africa,Platform,Gameplay,M5,Medium
3831,Bug Fixes,Low,Resolved,2024-06-03,2024-07-01,PC,Africa,Build Mode,Network,M3,Medium
3832,Pets,Medium,In Progress,2024-12-13,,PlayStation,Africa,UI/UX,Performance,M1,Medium
3833,Multiplayer,Low,Resolved,2024-05-24,2024-06-06,Xbox,Europe,Graphics,Expansion Pack,M6,Low
3834,Multiplayer,Medium,Resolved,2024-11-30,2024-12-18,Mac,Asia,UI/UX,UI,M5,Medium
3835,Pets,High,Won't Fix,2025-03-13,2025-03-25,PC,Europe,Audio,Graphics,M1,High
3836,Social Interactions,Low,Won't Fix,2024-08-12,2024-09-03,PlayStation,Asia,LiveOps,Performance,M6,Medium
3837,UI,High,Resolved,2024-09-29,2024-10-09,Mac,Asia,UI/UX,Audio,M6,Low
3838,UI,High,Resolved,2024-11-29,2024-12-23,PC,Africa,Platform,Expansion Pack,M4,High
3839,Pets,Critical,Resolved,2024-08-07,2024-09-05,PlayStation,South America,Graphics,Performance,M7,Low
3840,Create-a-Sim,Low,New,2024-11-17,,Mac,Africa,CAS,UI,M6,Medium
3841,Live Mode,Medium,Resolved,2024-11-10,2024-11-23,Xbox,South America,Graphics,Network,M6,Low
3842,World Map,Low,In Progress,2024-08-29,,PlayStation,Europe,Build Mode,Performance,M2,Low
3843,Aging System,High,Resolved,2024-08-11,2024-09-05,Xbox,South America,CAS,Network,M4,Medium
3844,Seasons,Medium,Resolved,2024-09-21,2024-09-25,PlayStation,Europe,UI/UX,Gameplay,M3,Medium
3845,Aspirations,Low,Resolved,2024-04-19,2024-04-21,Mac,Africa,Platform,Mods & Custom Content,M5,High
3846,Build Mode,High,New,2024-07-17,,PlayStation,South America,Expansion Pack,UI,M3,Medium
3847,Pets,Low,Resolved,2024-07-08,2024-07-18,Xbox,Africa,Build Mode,Performance,M5,Medium
3848,Careers,Low,Resolved,2025-01-13,2025-02-03,PC,South America,Graphics,Audio,M4,Medium
3849,Live Mode,Medium,Resolved,2024-09-24,2024-10-09,Xbox,Europe,Platform,Gameplay,M7,Low
3850,Careers,Critical,Resolved,2025-02-19,2025-03-11,Mac,Oceania,UI/UX,Gameplay,M6,Medium
3851,Careers,Critical,Resolved,2024-06-06,2024-06-12,PC,North America,CAS,Mods & Custom Content,M2,Medium
3852,Graphics,Medium,Resolved,2025-01-11,2025-01-16,Xbox,Asia,CAS,Mods & Custom Content,M6,Medium
3853,Mods & Custom Content,High,Resolved,2025-03-05,2025-03-21,Mac,North America,LiveOps,Gameplay,M1,Medium
3854,Social Interactions,Medium,Resolved,2024-10-04,2024-10-13,PC,South America,Audio,Network,M1,Medium
3855,Bug Fixes,High,Resolved,2024-08-27,2024-09-07,PC,Africa,Platform,Mods & Custom Content,M1,Medium
3856,Seasons,Low,Resolved,2024-08-07,2024-09-02,PlayStation,Oceania,Expansion Pack,Mods & Custom Content,M2,Low
3857,World Map,High,Resolved,2024-11-05,2024-11-21,Xbox,South America,Expansion Pack,Performance,M5,Low
3858,Skills,Low,Resolved,2024-06-21,2024-07-19,PC,Africa,Graphics,Performance,M6,Medium
3859,Audio,Low,Resolved,2024-11-26,2024-12-03,Mac,Asia,Build Mode,Expansion Pack,M4,Medium
3860,Graphics,Low,Resolved,2025-02-20,2025-03-08,Mac,South America,Expansion Pack,Mods & Custom Content,M3,Low
3861,Bug Fixes,Medium,Resolved,2025-02-26,2025-02-27,PC,Asia,LiveOps,Mods & Custom Content,M4,Low
3862,Seasons,Low,Investigating,2024-06-08,,Xbox,North America,LiveOps,Mods & Custom Content,M7,Low
3863,Social Interactions,Medium,Resolved,2024-11-01,2024-11-30,Xbox,Oceania,CAS,Mods & Custom Content,M2,Medium
3864,Aging System,Low,In Progress,2024-07-23,,Mac,Asia,Build Mode,Network,M4,Medium
3865,Create-a-Sim,Low,Resolved,2025-03-08,2025-03-16,PlayStation,Europe,Platform,Network,M6,Low
3866,Aspirations,Medium,Resolved,2024-05-15,2024-06-02,PlayStation,Oceania,LiveOps,Mods & Custom Content,M5,Medium
3867,Seasons,Medium,Resolved,2024-05-15,2024-06-06,PlayStation,South America,Platform,Audio,M6,Medium
3868,Aspirations,Low,Resolved,2024-04-24,2024-04-27,Mac,Oceania,Platform,UI,M1,Medium
3869,Aging System,Low,Won't Fix,2024-10-20,2024-11-17,PlayStation,Asia,Build Mode,Graphics,M5,Medium
3870,Aspirations,Low,Resolved,2024-04-29,2024-05-26,PC,North America,Platform,UI,M4,Low
3871,Create-a-Sim,Low,In Progress,2024-11-16,,PC,South America,CAS,Graphics,M4,Medium
3872,Create-a-Sim,High,In Progress,2024-09-13,,PC,North America,Build Mode,Network,M7,High
3873,Pets,High,Won't Fix,2024-11-19,2024-12-17,Mac,Africa,Platform,Network,M2,Medium
3874,Tutorial,Low,Resolved,2025-03-15,2025-03-21,Xbox,South America,Graphics,Mods & Custom Content,M6,Low
3875,Create-a-Sim,Medium,Resolved,2024-11-05,2024-11-22,Mac,Oceania,Platform,Gameplay,M3,Low
3876,Build Mode,Low,Won't Fix,2024-11-02,2024-11-29,Mac,Africa,Build Mode,UI,M7,Medium
3877,Bug Fixes,Low,Resolved,2025-04-18,2025-04-23,PlayStation,South America,LiveOps,Performance,M1,Low
3878,Live Mode,Low,Resolved,2024-10-07,2024-11-04,Xbox,North America,Audio,Gameplay,M5,Low
3879,Bug Fixes,Low,Resolved,2025-01-26,2025-02-16,Xbox,North America,Graphics,Expansion Pack,M6,High
3880,Mods & Custom Content,Low,Resolved,2024-08-29,2024-09-16,PlayStation,Asia,Audio,Network,M5,Medium
3881,Build Mode,High,Resolved,2024-07-08,2024-08-06,Mac,Europe,Audio,UI,M7,Low
3882,Aging System,Medium,Investigating,2025-01-25,,Xbox,North America,Expansion Pack,UI,M3,High
3883,Multiplayer,Medium,Resolved,2025-01-11,2025-01-25,PlayStation,Oceania,Graphics,Audio,M4,Low
3884,Mods & Custom Content,High,Resolved,2024-08-02,2024-08-04,Mac,North America,LiveOps,Gameplay,M5,High
3885,Create-a-Sim,Critical,Resolved,2024-10-05,2024-10-07,Xbox,Asia,Platform,Audio,M7,High
3886,Careers,Medium,Resolved,2024-10-21,2024-10-22,PC,Asia,LiveOps,Gameplay,M1,Medium
3887,Social Interactions,Medium,Resolved,2024-09-10,2024-10-09,Xbox,Asia,CAS,Mods & Custom Content,M4,Low
3888,Occults,Critical,Resolved,2024-10-18,2024-11-05,Xbox,Europe,Platform,Audio,M4,Medium
3889,Aging System,Medium,Resolved,2024-12-16,2024-12-24,Xbox,Europe,Build Mode,Mods & Custom Content,M5,High
3890,Social Interactions,Critical,Resolved,2025-02-22,2025-03-20,Mac,Africa,UI/UX,Gameplay,M3,Low
3891,Pets,Low,Resolved,2025-02-07,2025-02-17,PlayStation,North America,Expansion Pack,Performance,M1,Medium
3892,Audio,Medium,Resolved,2024-11-28,2024-12-28,Xbox,North America,Graphics,Expansion Pack,M2,Medium
3893,UI,Critical,Resolved,2024-06-17,2024-07-06,Xbox,South America,LiveOps,Network,M5,Low
3894,Pets,Critical,Resolved,2024-10-23,2024-11-07,Mac,South America,Platform,Network,M2,Medium
3895,Aging System,High,Resolved,2024-09-28,2024-10-15,PlayStation,Oceania,Expansion Pack,Mods & Custom Content,M1,Low
3896,Audio,Low,Resolved,2024-06-22,2024-07-12,Xbox,North America,Platform,UI,M7,Medium
3897,Pets,Medium,Resolved,2025-03-31,2025-04-16,Mac,South America,Audio,Gameplay,M2,Low
3898,Aspirations,Critical,Resolved,2024-12-15,2024-12-30,PC,Africa,UI/UX,Mods & Custom Content,M3,Medium
3899,UI,Low,Resolved,2025-04-07,2025-04-29,Mac,Africa,LiveOps,Graphics,M1,Medium
3900,Expansion Pack,Medium,Resolved,2025-01-12,2025-01-22,Xbox,Asia,Expansion Pack,Audio,M1,Medium
3901,World Map,Critical,Resolved,2024-10-11,2024-10-30,PlayStation,South America,Audio,Mods & Custom Content,M1,High
3902,Create-a-Sim,High,Resolved,2024-08-27,2024-09-04,Xbox,Asia,Build Mode,UI,M3,High
3903,Pets,Low,Resolved,2024-07-07,2024-07-30,PC,Africa,Platform,Performance,M5,Low
3904,Build Mode,Medium,Resolved,2024-10-13,2024-11-02,Xbox,Oceania,Expansion Pack,Mods & Custom Content,M5,Medium
3905,Pets,Critical,Resolved,2024-05-11,2024-06-05,Xbox,South America,Build Mode,Graphics,M5,High
3906,Seasons,High,Resolved,2024-08-31,2024-09-19,Xbox,South America,Platform,Graphics,M5,Medium
3907,Careers,Critical,Resolved,2024-05-03,2024-05-19,PC,North America,CAS,Audio,M3,Medium
3908,Multiplayer,Critical,Resolved,2024-07-02,2024-07-07,PC,Oceania,UI/UX,Graphics,M4,Medium
3909,Aspirations,Low,Won't Fix,2025-03-16,2025-04-08,Xbox,Africa,Audio,Network,M3,Medium
3910,Live Mode,High,Resolved,2024-08-28,2024-09-17,Xbox,South America,UI/UX,Gameplay,M4,Medium
3911,Aging System,Low,Resolved,2024-10-06,2024-10-24,PlayStation,Africa,UI/UX,Mods & Custom Content,M6,Low
3912,Pets,Low,Resolved,2024-10-01,2024-10-18,PlayStation,Europe,LiveOps,Network,M2,Medium
3913,Social Interactions,Medium,Resolved,2024-05-04,2024-05-25,PlayStation,North America,Graphics,Graphics,M3,Low
3914,Social Interactions,Medium,Resolved,2025-04-11,2025-04-13,PC,Europe,UI/UX,Network,M4,Medium
3915,Multiplayer,Medium,Resolved,2024-08-14,2024-09-09,PlayStation,Europe,Graphics,Performance,M1,Low
3916,World Map,Low,Investigating,2024-12-31,,Xbox,North America,Graphics,UI,M1,High
3917,Seasons,Low,Resolved,2024-10-25,2024-11-01,Mac,North America,Platform,Audio,M6,High
3918,Seasons,Critical,Resolved,2025-02-15,2025-03-15,Xbox,South America,Audio,UI,M5,Medium
3919,Aspirations,Medium,Resolved,2025-02-17,2025-03-03,PlayStation,Asia,Expansion Pack,Mods & Custom Content,M7,Low
3920,World Map,Low,In Progress,2024-07-23,,PC,Asia,Graphics,Mods & Custom Content,M6,Low
3921,Multiplayer,Low,New,2024-11-03,,PC,North America,Expansion Pack,Network,M5,Medium
3922,Skills,High,Resolved,2024-06-20,2024-07-06,Mac,North America,LiveOps,Performance,M3,High
3923,Create-a-Sim,High,Resolved,2024-12-13,2024-12-23,PlayStation,Africa,Build Mode,Gameplay,M4,Medium
3924,Expansion Pack,Low,Resolved,2024-08-29,2024-09-02,PlayStation,Oceania,Platform,Expansion Pack,M1,Low
3925,Skills,Low,Resolved,2024-12-13,2025-01-05,PC,Asia,Expansion Pack,Audio,M1,High
3926,Pets,Low,Resolved,2025-02-17,2025-02-22,PC,Oceania,Platform,Audio,M5,Medium
3927,Skills,High,Resolved,2024-10-24,2024-11-04,PC,Oceania,Build Mode,Expansion Pack,M2,Medium
3928,Multiplayer,Low,Resolved,2024-09-02,2024-09-18,PlayStation,Africa,UI/UX,Mods & Custom Content,M1,Medium
3929,World Map,High,Resolved,2025-03-16,2025-03-28,Mac,Asia,CAS,Expansion Pack,M4,Medium
3930,Create-a-Sim,Low,Resolved,2024-10-23,2024-10-25,Mac,Africa,LiveOps,Audio,M6,High
3931,Occults,High,Investigating,2024-08-25,,Xbox,South America,Audio,Network,M1,Medium
3932,Aging System,Low,Resolved,2025-03-01,2025-03-14,Xbox,Europe,UI/UX,Mods & Custom Content,M7,Low
3933,Social Interactions,Critical,Resolved,2024-10-13,2024-10-17,PC,Europe,LiveOps,UI,M7,Medium
3934,Multiplayer,Medium,Resolved,2024-10-11,2024-10-31,PlayStation,North America,UI/UX,Expansion Pack,M3,Medium
3935,Mods & Custom Content,Low,New,2024-11-25,,Mac,North America,Audio,Network,M2,Medium
3936,Aging System,Low,Resolved,2024-10-18,2024-10-31,Mac,Africa,Expansion Pack,Mods & Custom Content,M7,Medium
3937,Skills,Low,Resolved,2024-06-07,2024-06-17,PC,Oceania,Graphics,Gameplay,M4,High
3938,Pets,Low,Resolved,2024-06-17,2024-06-20,Xbox,North America,CAS,Performance,M4,High
3939,Audio,Medium,New,2024-05-16,,Xbox,Asia,LiveOps,Audio,M3,Medium
3940,Skills,Medium,Resolved,2024-12-09,2024-12-23,Mac,Africa,Platform,Audio,M6,High
3941,Bug Fixes,High,Resolved,2024-07-04,2024-07-26,PC,Europe,Graphics,Graphics,M3,Medium
3942,Tutorial,Low,Resolved,2024-06-25,2024-07-09,Mac,South America,Build Mode,Expansion Pack,M3,Medium
3943,Social Interactions,Low,Resolved,2024-08-28,2024-09-03,Xbox,Asia,UI/UX,Audio,M4,Low
3944,Multiplayer,Medium,Resolved,2025-01-05,2025-01-14,PC,Europe,Expansion Pack,UI,M3,Low
3945,Graphics,Low,Resolved,2024-05-31,2024-06-13,Xbox,Oceania,Audio,Gameplay,M2,Medium
3946,Skills,Low,In Progress,2024-07-11,,PC,Africa,Expansion Pack,Audio,M2,High
3947,Pets,Low,Resolved,2025-02-08,2025-03-05,PlayStation,South America,LiveOps,Audio,M6,High
3948,Aging System,Low,Investigating,2025-01-06,,PC,Europe,Platform,UI,M2,Medium
3949,Graphics,Medium,Resolved,2024-10-11,2024-10-17,PC,Oceania,Build Mode,Performance,M4,Medium
3950,Social Interactions,Low,Resolved,2024-10-10,2024-10-18,Xbox,Oceania,Platform,Mods & Custom Content,M3,Medium
3951,Seasons,High,Resolved,2024-07-04,2024-08-03,PlayStation,South America,Graphics,Mods & Custom Content,M7,Low
3952,Tutorial,Medium,Resolved,2024-06-16,2024-07-05,PC,Europe,Platform,Mods & Custom Content,M3,Medium
3953,Aspirations,Medium,Resolved,2025-02-17,2025-03-17,PlayStation,Oceania,LiveOps,Network,M2,Medium
3954,Graphics,High,Resolved,2024-04-26,2024-05-11,PC,Europe,UI/UX,Expansion Pack,M1,High
3955,Pets,Medium,Resolved,2024-05-03,2024-05-10,PC,Asia,Build Mode,Audio,M1,High
3956,Graphics,Low,Resolved,2024-11-13,2024-12-01,PlayStation,Oceania,UI/UX,Graphics,M1,Medium
3957,UI,Medium,Resolved,2024-06-15,2024-07-12,PC,North America,Build Mode,Network,M2,Low
3958,UI,Medium,Resolved,2024-12-04,2024-12-29,PC,Asia,Graphics,UI,M3,High
3959,Live Mode,Low,Investigating,2024-05-02,,Xbox,South America,LiveOps,Expansion Pack,M7,Low
3960,Aspirations,Low,Resolved,2024-11-13,2024-11-25,Mac,South America,Audio,Performance,M3,High
3961,Mods & Custom Content,Critical,Resolved,2024-05-08,2024-05-29,PlayStation,North America,Audio,Expansion Pack,M6,Low
3962,Social Interactions,Low,Resolved,2024-07-21,2024-07-29,PC,Africa,CAS,Graphics,M1,Medium
3963,Pets,Critical,Resolved,2024-06-22,2024-07-12,PC,South America,Audio,Gameplay,M1,Medium
3964,Social Interactions,Medium,Resolved,2025-04-03,2025-04-24,Xbox,Asia,LiveOps,UI,M4,Medium
3965,Multiplayer,Low,Won't Fix,2024-11-23,2024-12-11,PC,South America,Build Mode,Mods & Custom Content,M2,Low
3966,Audio,High,Resolved,2024-11-10,2024-11-25,PC,Europe,LiveOps,Performance,M1,High
3967,Aspirations,Low,Resolved,2024-04-24,2024-05-20,PC,South America,LiveOps,Performance,M6,High
3968,Aging System,Medium,Resolved,2025-01-06,2025-01-23,Mac,North America,Build Mode,Performance,M4,Low
3969,Mods & Custom Content,Medium,Won't Fix,2024-12-16,2024-12-27,Mac,Europe,Audio,Mods & Custom Content,M6,Medium
3970,Create-a-Sim,Low,New,2024-07-30,,Mac,Africa,CAS,Mods & Custom Content,M7,High
3971,Occults,Medium,Resolved,2024-05-19,2024-06-09,PlayStation,Asia,CAS,Mods & Custom Content,M5,Low
3972,Bug Fixes,Low,Resolved,2024-09-29,2024-10-20,PlayStation,South America,Build Mode,Expansion Pack,M4,High
3973,Skills,Low,New,2025-04-16,,PlayStation,Oceania,LiveOps,Audio,M7,High
3974,Create-a-Sim,Low,Resolved,2025-03-01,2025-03-19,Xbox,Oceania,Graphics,Graphics,M5,Medium
3975,Mods & Custom Content,Low,Resolved,2024-06-19,2024-06-23,PC,Europe,Expansion Pack,Graphics,M3,Low
3976,Social Interactions,Medium,Resolved,2025-02-15,2025-03-13,PlayStation,North America,UI/UX,Graphics,M1,Medium
3977,Graphics,Critical,Resolved,2024-11-23,2024-12-22,Mac,Asia,Audio,Graphics,M7,High
3978,Aspirations,Low,Resolved,2025-02-02,2025-02-08,Mac,North America,Platform,Audio,M2,Medium
3979,Expansion Pack,Low,Resolved,2025-02-12,2025-03-14,PlayStation,North America,Audio,UI,M1,Low
3980,Tutorial,High,Resolved,2024-06-23,2024-07-16,PlayStation,Asia,Graphics,Audio,M1,Medium
3981,Skills,Low,Resolved,2024-12-15,2025-01-06,PC,Africa,LiveOps,Graphics,M7,High
3982,Aging System,High,Investigating,2024-07-23,,Mac,Oceania,Expansion Pack,Performance,M7,Medium
3983,Pets,High,Resolved,2025-01-08,2025-01-28,Mac,Asia,Audio,Audio,M1,Low
3984,Multiplayer,High,New,2024-08-21,,Xbox,South America,UI/UX,Graphics,M4,Medium
3985,Bug Fixes,Low,Resolved,2024-09-30,2024-10-01,Mac,Asia,Graphics,Mods & Custom Content,M4,Low
3986,Pets,Low,Resolved,2024-11-20,2024-12-09,PlayStation,Europe,Audio,Performance,M6,Medium
3987,Pets,Medium,Resolved,2024-07-11,2024-08-10,PlayStation,Europe,Platform,Gameplay,M3,Medium
3988,Seasons,Medium,Investigating,2024-09-06,,PC,South America,Build Mode,Gameplay,M4,High
3989,Audio,Low,Resolved,2024-05-27,2024-05-31,PlayStation,North America,Audio,Audio,M6,High
3990,Social Interactions,Medium,Resolved,2024-07-01,2024-07-13,PC,Oceania,Build Mode,Mods & Custom Content,M1,High
3991,Audio,Low,Resolved,2025-02-26,2025-03-25,PC,Oceania,Platform,Expansion Pack,M5,Medium
3992,Create-a-Sim,Medium,New,2024-10-19,,Xbox,Oceania,LiveOps,UI,M3,Low
3993,Pets,Medium,Resolved,2024-09-18,2024-10-14,PC,South America,LiveOps,Expansion Pack,M1,Low
3994,Mods & Custom Content,Medium,New,2024-06-11,,Mac,North America,UI/UX,Mods & Custom Content,M2,Low
3995,Aspirations,Low,Resolved,2024-05-23,2024-06-03,Xbox,Asia,LiveOps,Graphics,M1,Medium
3996,Careers,Low,Resolved,2024-10-09,2024-11-06,Mac,South America,LiveOps,Mods & Custom Content,M5,High
3997,Social Interactions,High,Resolved,2024-11-28,2024-12-08,Mac,Asia,Audio,Audio,M6,Medium
3998,Audio,High,In Progress,2024-05-02,,Xbox,Asia,CAS,Expansion Pack,M4,Low
3999,Mods & Custom Content,Low,Investigating,2025-01-29,,PC,Oceania,Platform,Audio,M2,Medium
4000,Audio,Medium,Won't Fix,2024-10-19,2024-11-02,Mac,Africa,Expansion Pack,Gameplay,M6,Medium
4001,Social Interactions,Low,Resolved,2024-05-31,2024-06-08,Mac,North America,Graphics,Audio,M4,Low
4002,Social Interactions,High,Resolved,2024-10-11,2024-11-10,PlayStation,Africa,Expansion Pack,Graphics,M4,Low
4003,Expansion Pack,Medium,Resolved,2024-06-04,2024-07-01,Mac,South America,UI/UX,UI,M6,Medium
4004,UI,Medium,Resolved,2024-11-24,2024-12-18,PC,South America,LiveOps,Mods & Custom Content,M5,Medium
4005,Aging System,High,In Progress,2025-02-14,,PC,North America,Build Mode,Graphics,M3,Low
4006,Audio,Medium,Resolved,2025-03-12,2025-04-02,Xbox,Asia,Graphics,UI,M2,Low
4007,Tutorial,Medium,Resolved,2025-01-26,2025-02-16,Xbox,Africa,Graphics,Graphics,M1,Medium
4008,Skills,High,Resolved,2024-12-11,2024-12-23,PC,Oceania,Graphics,Network,M1,Low
4009,Build Mode,Low,Resolved,2024-10-26,2024-11-14,PC,Africa,Expansion Pack,Expansion Pack,M5,Medium
4010,Tutorial,Low,Resolved,2024-08-31,2024-09-21,PC,Asia,Expansion Pack,Graphics,M5,Medium
4011,Live Mode,Medium,New,2024-05-03,,Xbox,Oceania,Audio,Expansion Pack,M4,Medium
4012,Tutorial,Medium,Resolved,2024-10-28,2024-11-04,Mac,Asia,UI/UX,Expansion Pack,M6,Low
4013,Aspirations,Low,Resolved,2024-07-10,2024-08-07,Xbox,Africa,LiveOps,Graphics,M4,Medium
4014,Expansion Pack,Medium,Resolved,2025-02-05,2025-03-02,PlayStation,Africa,Audio,Performance,M7,High
4015,Multiplayer,Low,Won't Fix,2025-01-31,2025-02-08,Xbox,South America,Audio,Network,M1,High
4016,Skills,Critical,Resolved,2024-09-04,2024-09-11,Xbox,North America,Platform,Performance,M6,Medium
4017,Audio,High,Resolved,2024-11-19,2024-11-28,Xbox,Oceania,Graphics,UI,M2,Low
4018,Audio,Low,Resolved,2025-01-14,2025-01-22,PC,Oceania,CAS,Performance,M1,Medium
4019,Pets,Low,Resolved,2025-01-21,2025-02-05,PlayStation,Oceania,Graphics,Gameplay,M5,Medium
4020,Careers,Critical,Resolved,2024-12-28,2025-01-08,Mac,Oceania,Expansion Pack,UI,M7,High
4021,Bug Fixes,Low,New,2024-05-23,,Xbox,South America,Build Mode,Expansion Pack,M3,Medium
4022,Skills,Medium,Resolved,2024-06-06,2024-06-13,Mac,Africa,UI/UX,Expansion Pack,M6,Medium
4023,UI,Low,Resolved,2024-10-09,2024-10-28,PC,Oceania,UI/UX,UI,M6,Low
4024,Skills,Critical,Resolved,2024-07-12,2024-07-28,PC,Europe,CAS,Expansion Pack,M5,Low
4025,Expansion Pack,Low,Resolved,2025-02-26,2025-03-23,Mac,Oceania,Audio,Performance,M2,High
4026,UI,Medium,Investigating,2024-07-30,,PlayStation,Oceania,Graphics,Graphics,M7,Medium
4027,Expansion Pack,Low,Resolved,2025-03-04,2025-03-14,PC,Africa,Expansion Pack,Mods & Custom Content,M5,Low
4028,Expansion Pack,Medium,Resolved,2024-09-14,2024-09-18,Mac,Europe,Platform,Graphics,M5,Low
4029,Aging System,Low,Investigating,2024-06-26,,PC,Africa,Build Mode,Gameplay,M4,High
4030,Occults,High,Resolved,2025-01-02,2025-01-25,Mac,Africa,LiveOps,UI,M4,Medium
4031,UI,Medium,Investigating,2025-01-31,,PC,Europe,Build Mode,Mods & Custom Content,M1,Medium
4032,Skills,Low,Resolved,2024-11-15,2024-11-28,PC,South America,Graphics,Graphics,M1,Medium
4033,Seasons,Medium,Resolved,2024-05-31,2024-06-12,Mac,Asia,UI/UX,Gameplay,M7,Medium
4034,UI,Medium,Resolved,2024-04-20,2024-05-16,PlayStation,North America,Audio,Audio,M4,Medium
4035,Careers,Medium,In Progress,2024-12-13,,PlayStation,Europe,Graphics,Gameplay,M3,Medium
4036,UI,Low,Resolved,2024-12-25,2025-01-05,PC,South America,LiveOps,Expansion Pack,M4,Medium
4037,Aspirations,Low,New,2024-08-11,,Mac,North America,UI/UX,Gameplay,M6,Medium
4038,Bug Fixes,Low,Won't Fix,2024-08-28,2024-09-01,Mac,North America,Build Mode,Mods & Custom Content,M2,Medium
4039,Create-a-Sim,Low,New,2024-06-13,,Xbox,Africa,UI/UX,Mods & Custom Content,M1,Medium
4040,Graphics,Low,Resolved,2024-12-12,2024-12-31,PC,Africa,Audio,Graphics,M1,Low
4041,Create-a-Sim,Medium,Investigating,2024-07-19,,PC,South America,Audio,Audio,M4,High
4042,Audio,Critical,Resolved,2025-02-24,2025-03-06,Mac,Europe,Expansion Pack,Network,M1,Medium
4043,Bug Fixes,Medium,In Progress,2024-09-20,,PC,Asia,Build Mode,Expansion Pack,M7,High
4044,Build Mode,High,Resolved,2024-08-29,2024-09-19,Mac,Oceania,LiveOps,Network,M4,Medium
4045,UI,Low,Resolved,2024-07-27,2024-08-16,PlayStation,North America,UI/UX,Expansion Pack,M5,High
4046,Audio,Low,In Progress,2024-12-23,,PlayStation,Oceania,Graphics,Gameplay,M7,Medium
4047,Careers,Low,Resolved,2025-01-19,2025-01-25,PlayStation,North America,Expansion Pack,Network,M4,Medium
4048,Multiplayer,Low,New,2024-09-16,,Xbox,Oceania,Graphics,Network,M5,Medium
4049,Build Mode,Low,Won't Fix,2025-01-29,2025-01-31,PlayStation,Oceania,UI/UX,Audio,M7,Low
4050,Pets,Low,Resolved,2024-10-11,2024-10-29,PC,Asia,CAS,Expansion Pack,M3,Medium
4051,World Map,Low,Resolved,2024-08-31,2024-09-02,PlayStation,Oceania,Platform,Audio,M7,Medium
4052,Graphics,Low,Resolved,2024-11-07,2024-11-20,Xbox,Asia,Audio,Network,M4,Low
4053,Tutorial,Low,Investigating,2024-07-19,,PlayStation,South America,Platform,Performance,M3,Medium
4054,Pets,Medium,Resolved,2024-08-08,2024-08-15,PC,North America,UI/UX,Performance,M6,High
4055,Skills,Low,Resolved,2024-08-22,2024-09-04,PC,Asia,Expansion Pack,Graphics,M3,Low
4056,Live Mode,High,Resolved,2025-01-01,2025-01-02,PlayStation,North America,Platform,Audio,M4,High
4057,Aspirations,High,Won't Fix,2025-01-12,2025-02-06,PC,Oceania,LiveOps,UI,M7,High
4058,Aspirations,Medium,Resolved,2025-02-24,2025-02-28,Mac,Asia,CAS,Expansion Pack,M1,Medium
4059,Bug Fixes,Medium,Resolved,2024-12-15,2024-12-25,PlayStation,Oceania,Audio,Audio,M6,Medium
4060,Multiplayer,Medium,Investigating,2025-01-16,,PC,North America,Build Mode,Mods & Custom Content,M6,Low
4061,Audio,High,Investigating,2024-09-28,,Mac,Africa,Graphics,Network,M5,Low
